SEX_label,JWTR_label,SCHL_label,vehicle,PINCP,JWMNP,GRNTP,AGEP
Male,"Car, truck, or van",Bachelor's degree,4,209000,55,0,61
Male,"Car, truck, or van",GED or alternative credential,2,70000,50,0,58
Female,"Car, truck, or van",Regular high school diploma,2,55000,10,3278,51
Male,"Car, truck, or van",Regular high school diploma,2,100000,45,3278,48
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,95000,25,0,42
Female,"Car, truck, or van",Master's degree,2,85000,20,0,40
Female,"Car, truck, or van",Bachelor's degree,2,49760,40,0,56
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,15000,19,0,30
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,50400,5,0,71
Male,"Car, truck, or van",No schooling completed,3,37000,60,0,36
Male,"Car, truck, or van",Regular high school diploma,4,44370,10,0,51
Male,"Car, truck, or van","1 or more years of college credit, no degree",5,84000,30,0,49
Female,"Car, truck, or van","Some college, but less than 1 year",5,175000,30,0,48
Female,"Car, truck, or van","1 or more years of college credit, no degree",5,4000,5,0,19
Male,"Car, truck, or van",Bachelor's degree,1,95000,25,0,23
Female,"Car, truck, or van",Bachelor's degree,4,37700,15,1627,35
Male,"Car, truck, or van","Some college, but less than 1 year",4,41100,45,1627,32
Female,"Car, truck, or van",Associate's degree,2,10000,50,0,48
Male,"Car, truck, or van","Some college, but less than 1 year",2,52000,20,0,43
Male,"Car, truck, or van",Bachelor's degree,2,50050,15,1365,30
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,41000,10,0,34
Male,"Car, truck, or van",Bachelor's degree,2,12000,10,0,41
Female,"Car, truck, or van","1 or more years of college credit, no degree",4,21900,15,1660,36
Male,"Car, truck, or van",GED or alternative credential,4,20000,10,1660,36
Male,"Car, truck, or van",Master's degree,2,60000,10,0,34
Female,"Car, truck, or van",Bachelor's degree,2,38000,20,0,32
Female,"Car, truck, or van",Bachelor's degree,2,30000,90,1163,26
Male,"Car, truck, or van",Doctorate degree,3,50000,45,0,60
Female,"Car, truck, or van",Bachelor's degree,3,35000,15,0,62
Male,"Car, truck, or van",Master's degree,1,116600,35,1387,36
Male,"Car, truck, or van",Bachelor's degree,2,236000,20,0,51
Female,Walked,Bachelor's degree,1,51000,10,0,31
Male,"Car, truck, or van",Master's degree,2,103000,30,0,33
Male,"Car, truck, or van",Associate's degree,2,48000,8,0,54
Male,"Car, truck, or van",Bachelor's degree,1,498000,12,0,68
Male,"Car, truck, or van",Regular high school diploma,3,70000,70,0,64
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,97000,3,0,45
Male,"Car, truck, or van",Associate's degree,4,24000,157,0,20
Female,"Car, truck, or van",12th grade - no diploma,1,61700,20,0,68
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,10600,30,0,43
Female,"Car, truck, or van",Master's degree,2,49200,30,0,38
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,70000,25,0,38
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,1,8200,18,0,28
Female,"Car, truck, or van",Bachelor's degree,1,4650,20,0,44
Female,"Car, truck, or van",Associate's degree,1,6000,25,0,57
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,50000,35,1610,24
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,26000,30,773,46
Female,"Car, truck, or van",Bachelor's degree,2,220060,15,0,53
Male,"Car, truck, or van","Some college, but less than 1 year",2,64000,5,0,55
Male,"Car, truck, or van",Associate's degree,1,50000,30,1170,29
Male,"Car, truck, or van",Regular high school diploma,3,50000,45,1200,33
Female,"Car, truck, or van",Regular high school diploma,3,35000,10,1200,33
Male,"Car, truck, or van",Regular high school diploma,2,40000,20,0,26
Female,"Car, truck, or van",Master's degree,2,5000,30,0,24
Female,Bus or trolley bus,Professional degree beyond a bachelor's degree,2,95000,50,0,61
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,54000,5,0,63
Female,"Car, truck, or van",Master's degree,2,77000,90,2070,33
Male,"Car, truck, or van",Master's degree,2,72000,5,2070,33
Male,"Car, truck, or van",Master's degree,1,35000,5,850,24
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,3,508000,20,0,50
Female,"Car, truck, or van",Master's degree,3,44000,4,0,48
Female,"Car, truck, or van",Grade 11,3,3100,15,0,16
Female,"Car, truck, or van",Associate's degree,2,20000,20,0,32
Male,"Car, truck, or van",Regular high school diploma,3,16000,10,0,40
Female,"Car, truck, or van",Master's degree,1,73000,15,1200,60
Female,Walked,Bachelor's degree,0,800,25,1977,22
Male,"Car, truck, or van",Bachelor's degree,3,60300,10,0,73
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,93600,30,0,66
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,30000,15,0,39
Male,"Car, truck, or van",Regular high school diploma,3,72000,45,0,47
Female,"Car, truck, or van",Bachelor's degree,3,84000,35,0,62
Male,"Car, truck, or van",Bachelor's degree,3,69000,35,0,65
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,1,86000,10,0,53
Male,"Car, truck, or van",Associate's degree,2,23000,20,650,40
Female,"Car, truck, or van",Bachelor's degree,2,30000,20,650,48
Male,"Car, truck, or van",Bachelor's degree,0,97000,30,0,30
Male,"Car, truck, or van",Bachelor's degree,4,502900,52,0,52
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,35000,52,0,45
Male,"Car, truck, or van",Bachelor's degree,2,129000,15,0,41
Female,"Car, truck, or van",Regular high school diploma,3,27300,45,0,34
Male,"Car, truck, or van",Grade 10,3,30000,5,0,33
Male,Walked,"Some college, but less than 1 year",2,62200,1,0,56
Female,Walked,Regular high school diploma,2,29500,1,0,57
Male,"Car, truck, or van",Associate's degree,5,79000,40,0,48
Female,"Car, truck, or van",Regular high school diploma,5,43000,10,0,42
Female,Bus or trolley bus,Regular high school diploma,5,5000,30,0,19
Male,"Car, truck, or van",Regular high school diploma,5,4500,10,0,18
Male,"Car, truck, or van",Regular high school diploma,1,12200,15,473,52
Male,"Car, truck, or van",12th grade - no diploma,2,11000,25,1335,57
Female,"Car, truck, or van","Some college, but less than 1 year",1,42900,15,1193,62
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,42800,25,1690,69
Female,"Car, truck, or van","Some college, but less than 1 year",2,20000,10,1420,21
Male,"Car, truck, or van","Some college, but less than 1 year",2,25000,30,1420,22
Male,"Car, truck, or van",Master's degree,2,41000,30,0,68
Female,"Car, truck, or van",Bachelor's degree,2,22300,30,0,68
Female,"Car, truck, or van",Associate's degree,1,70000,20,0,57
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,150000,25,0,38
Female,"Car, truck, or van",Bachelor's degree,2,10000,15,0,39
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,23200,30,0,69
Male,Railroad,"1 or more years of college credit, no degree",2,60000,80,1440,46
Male,"Car, truck, or van",Regular high school diploma,4,85000,45,0,58
Female,"Car, truck, or van","1 or more years of college credit, no degree",4,940,15,0,35
Male,Other method,Grade 9,2,6900,5,0,37
Male,"Car, truck, or van",Bachelor's degree,3,210000,10,0,31
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,3,53000,5,0,30
Female,"Car, truck, or van",Bachelor's degree,1,30000,37,1030,23
Male,"Car, truck, or van",Grade 11,1,11000,27,1030,24
Female,"Car, truck, or van",Bachelor's degree,1,65000,40,1404,35
Female,Bus or trolley bus,Bachelor's degree,3,123200,30,0,50
Female,"Car, truck, or van",Associate's degree,3,23000,10,0,29
Male,Bus or trolley bus,"1 or more years of college credit, no degree",0,87000,30,1460,39
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,30000,30,2190,47
Female,"Car, truck, or van",Bachelor's degree,4,50000,45,2190,29
Female,"Car, truck, or van","Some college, but less than 1 year",2,12000,30,1360,32
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,12000,20,1360,32
Male,"Car, truck, or van","Some college, but less than 1 year",2,32000,20,1240,61
Female,"Car, truck, or van",Bachelor's degree,2,38000,20,1240,54
Female,"Car, truck, or van",GED or alternative credential,1,20000,20,740,52
Male,"Car, truck, or van",Regular high school diploma,1,2700,157,740,46
Male,"Car, truck, or van",Bachelor's degree,2,66000,5,0,39
Female,"Car, truck, or van",Bachelor's degree,2,23000,8,0,41
Female,"Car, truck, or van",Bachelor's degree,1,50000,60,1210,26
Male,"Car, truck, or van","Some college, but less than 1 year",3,26400,15,0,49
Male,"Car, truck, or van",Grade 11,3,69000,15,0,38
Female,"Car, truck, or van",Bachelor's degree,2,25000,15,0,22
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,6000,45,1160,20
Female,"Car, truck, or van",Bachelor's degree,2,47000,20,0,43
Female,"Car, truck, or van",Regular high school diploma,2,16000,15,0,30
Male,"Car, truck, or van",Grade 11,2,13000,15,0,31
Female,"Car, truck, or van",Master's degree,2,65000,15,0,44
Male,"Car, truck, or van",Bachelor's degree,2,38000,40,0,44
Female,"Car, truck, or van",Regular high school diploma,2,40000,45,1700,26
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,90000,25,1700,26
Female,"Car, truck, or van",Doctorate degree,3,225000,60,0,48
Male,"Car, truck, or van",Doctorate degree,3,80000,15,0,69
Female,"Car, truck, or van",Bachelor's degree,3,70100,40,0,43
Male,"Car, truck, or van",Grade 10,3,6500,20,0,16
Male,"Car, truck, or van",Bachelor's degree,2,50000,15,1258,28
Male,"Car, truck, or van",Regular high school diploma,2,50000,5,1258,27
Male,"Car, truck, or van",Regular high school diploma,2,87200,20,0,50
Male,"Car, truck, or van","Some college, but less than 1 year",1,50000,75,0,61
Male,Bicycle,Master's degree,1,91000,10,0,30
Male,Subway or elevated,Bachelor's degree,1,120000,50,0,30
Female,Bicycle,Master's degree,1,115000,20,0,30
Male,"Car, truck, or van","Some college, but less than 1 year",2,47000,10,0,40
Female,"Car, truck, or van",Associate's degree,2,40000,25,0,33
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,11000,15,980,68
Male,"Car, truck, or van",Doctorate degree,2,120000,23,0,53
Female,"Car, truck, or van",Master's degree,2,80000,20,0,62
Male,Walked,Master's degree,3,210000,1,0,54
Female,Walked,"Some college, but less than 1 year",3,60000,1,0,51
Female,"Car, truck, or van",Associate's degree,1,49500,12,0,50
Female,"Car, truck, or van",Bachelor's degree,1,33000,40,1430,25
Male,"Car, truck, or van",Bachelor's degree,2,89200,15,0,30
Female,"Car, truck, or van",Bachelor's degree,2,46000,25,1343,32
Male,"Car, truck, or van",Bachelor's degree,2,65000,22,1343,35
Male,"Car, truck, or van",Regular high school diploma,3,58000,15,0,45
Female,"Car, truck, or van",Regular high school diploma,3,20000,7,0,39
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,15000,30,0,65
Female,Taxicab,Regular high school diploma,0,24000,15,1270,26
Female,"Car, truck, or van",Master's degree,2,41000,22,0,31
Female,"Car, truck, or van",Master's degree,4,33600,5,0,50
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,59000,3,0,57
Male,"Car, truck, or van",12th grade - no diploma,1,23000,20,980,40
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,85600,40,0,64
Male,Subway or elevated,"Some college, but less than 1 year",2,68000,65,0,39
Female,"Car, truck, or van","Some college, but less than 1 year",2,9000,15,0,51
Male,"Car, truck, or van",Grade 6,3,50000,45,0,51
Male,"Car, truck, or van",Associate's degree,2,90000,30,0,44
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,12000,5,0,38
Male,"Car, truck, or van","Some college, but less than 1 year",3,33000,5,0,42
Female,"Car, truck, or van",Regular high school diploma,3,23000,5,0,42
Male,"Car, truck, or van",Grade 11,3,6000,5,0,18
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,58000,20,1460,34
Male,"Car, truck, or van",Bachelor's degree,2,50000,10,1460,31
Female,"Car, truck, or van",Bachelor's degree,2,44000,20,0,50
Male,"Car, truck, or van",Bachelor's degree,2,110000,20,0,50
Male,"Car, truck, or van",Regular high school diploma,2,25000,10,1100,38
Female,"Car, truck, or van",Grade 11,2,9500,5,1100,18
Male,"Car, truck, or van",Associate's degree,3,83000,20,0,47
Female,"Car, truck, or van",Associate's degree,3,900,10,0,33
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,105000,157,0,34
Female,"Car, truck, or van",Bachelor's degree,3,30000,15,0,62
Female,"Car, truck, or van",Bachelor's degree,2,18200,20,0,58
Female,"Car, truck, or van",Associate's degree,3,67000,10,0,53
Male,"Car, truck, or van",Bachelor's degree,3,36500,15,0,35
Male,"Car, truck, or van",Master's degree,1,68000,60,0,46
Female,"Car, truck, or van",Master's degree,1,4000,50,0,44
Female,"Car, truck, or van",12th grade - no diploma,1,26000,40,0,18
Female,"Car, truck, or van",Bachelor's degree,1,50000,30,0,52
Male,Railroad,Professional degree beyond a bachelor's degree,3,155000,59,0,47
Female,"Car, truck, or van",Bachelor's degree,3,12000,5,0,46
Female,"Car, truck, or van",Grade 11,3,15000,5,0,18
Male,"Car, truck, or van",Bachelor's degree,1,81000,15,2276,53
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,32800,8,1650,27
Male,"Car, truck, or van",Associate's degree,2,78000,30,1650,27
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,90000,15,0,49
Female,"Car, truck, or van",Master's degree,4,101500,45,0,47
Female,"Car, truck, or van",Master's degree,2,42000,30,2020,50
Male,"Car, truck, or van",Associate's degree,2,71000,45,2020,48
Female,"Car, truck, or van",Master's degree,3,120000,40,0,49
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,33900,6,0,79
Male,"Car, truck, or van",Bachelor's degree,2,120000,45,0,37
Male,"Car, truck, or van",Bachelor's degree,2,162400,5,0,49
Female,"Car, truck, or van",Master's degree,2,65000,30,2743,34
Female,"Car, truck, or van",Master's degree,2,62000,30,2743,43
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,17660,5,0,69
Female,"Car, truck, or van",Regular high school diploma,2,10950,5,0,65
Male,"Car, truck, or van",Regular high school diploma,3,498000,10,0,37
Male,"Car, truck, or van",Regular high school diploma,3,85000,25,0,55
Female,"Car, truck, or van","Some college, but less than 1 year",3,58000,45,0,54
Male,"Car, truck, or van","Some college, but less than 1 year",3,32000,10,0,22
Female,"Car, truck, or van",Associate's degree,4,31100,15,0,71
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,32000,5,0,60
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,170800,45,0,60
Female,"Car, truck, or van",Master's degree,2,56000,5,0,35
Male,"Car, truck, or van",Bachelor's degree,2,77200,25,0,33
Male,"Car, truck, or van","Some college, but less than 1 year",3,63000,45,0,51
Female,"Car, truck, or van",GED or alternative credential,3,113000,30,0,40
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,3,59250,8,0,70
Male,"Car, truck, or van",Bachelor's degree,2,76100,15,0,71
Male,"Car, truck, or van",Bachelor's degree,2,49000,60,0,47
Male,"Car, truck, or van",Regular high school diploma,1,29000,30,1410,24
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,75020,25,0,35
Male,"Car, truck, or van",Bachelor's degree,2,75000,30,0,62
Female,"Car, truck, or van",Doctorate degree,6,50000,30,0,47
Female,Walked,Bachelor's degree,1,50000,10,0,36
Male,"Car, truck, or van",Associate's degree,2,13000,50,1200,32
Female,"Car, truck, or van",Bachelor's degree,2,75000,45,1200,31
Male,"Car, truck, or van",Bachelor's degree,2,123000,15,0,47
Male,"Car, truck, or van",Regular high school diploma,5,20000,8,2220,24
Male,"Car, truck, or van",Bachelor's degree,5,37000,10,2220,56
Female,"Car, truck, or van",Bachelor's degree,5,31000,14,2220,56
Female,"Car, truck, or van",Master's degree,2,13000,10,0,50
Female,"Car, truck, or van",Bachelor's degree,2,13000,10,0,32
Male,"Car, truck, or van",Grade 8,2,50000,10,0,34
Female,"Car, truck, or van",Master's degree,2,101000,40,0,36
Male,"Car, truck, or van",Master's degree,2,110000,20,0,36
Female,"Car, truck, or van",Associate's degree,2,32000,15,0,61
Male,"Car, truck, or van",Regular high school diploma,2,15100,15,0,60
Female,Bus or trolley bus,Regular high school diploma,0,3060,30,963,27
Male,"Car, truck, or van",Bachelor's degree,3,60000,60,3511,42
Female,"Car, truck, or van",Master's degree,3,60000,30,3511,44
Male,"Car, truck, or van",Regular high school diploma,1,33000,25,1180,24
Male,Walked,Bachelor's degree,1,102700,10,0,75
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,76700,2,0,73
Female,"Car, truck, or van","Some college, but less than 1 year",3,21700,10,0,53
Male,"Car, truck, or van",Bachelor's degree,3,67000,10,0,56
Male,"Car, truck, or van",Bachelor's degree,1,80000,20,1480,41
Male,"Car, truck, or van",Bachelor's degree,1,50000,20,1480,45
Female,"Car, truck, or van",Bachelor's degree,1,80000,10,0,65
Male,"Car, truck, or van",Doctorate degree,2,150000,40,0,41
Female,"Car, truck, or van",Doctorate degree,2,150000,15,0,36
Male,"Car, truck, or van","Some college, but less than 1 year",5,120300,25,0,59
Female,"Car, truck, or van","1 or more years of college credit, no degree",5,75050,8,0,64
Male,"Car, truck, or van","Some college, but less than 1 year",5,50000,10,0,26
Male,"Car, truck, or van",Regular high school diploma,5,2800,10,0,22
Female,"Car, truck, or van",Doctorate degree,2,50000,45,1630,29
Male,"Car, truck, or van",Bachelor's degree,2,32000,70,1630,32
Female,"Car, truck, or van",Bachelor's degree,3,100000,15,0,41
Male,"Car, truck, or van",Regular high school diploma,3,25000,10,0,34
Male,"Car, truck, or van",Bachelor's degree,1,788000,45,0,58
Male,"Car, truck, or van",Bachelor's degree,2,130200,25,0,59
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,24000,2,0,59
Male,"Car, truck, or van",Regular high school diploma,4,78000,35,0,45
Female,"Car, truck, or van",Master's degree,3,47000,10,2283,29
Female,"Car, truck, or van",Master's degree,2,45000,15,0,41
Female,"Car, truck, or van",Master's degree,2,75000,30,0,36
Male,"Car, truck, or van",Regular high school diploma,3,81000,15,0,47
Male,"Car, truck, or van",Bachelor's degree,2,30200,30,1995,36
Female,"Car, truck, or van",Bachelor's degree,2,45000,30,1995,38
Male,"Car, truck, or van",Grade 11,3,63800,15,0,39
Female,"Car, truck, or van",Bachelor's degree,3,46000,15,0,33
Male,"Car, truck, or van",Master's degree,1,40000,20,950,42
Male,"Car, truck, or van",Bachelor's degree,2,58200,5,0,41
Male,"Car, truck, or van",Associate's degree,2,183200,20,0,62
Male,"Car, truck, or van",Associate's degree,2,34000,10,1140,30
Female,"Car, truck, or van",Bachelor's degree,2,28000,30,1140,28
Female,"Car, truck, or van",Bachelor's degree,3,2500,45,0,62
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,240000,45,0,33
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,190000,50,0,32
Female,"Car, truck, or van",Regular high school diploma,2,37600,40,0,33
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,30000,40,0,45
Male,"Car, truck, or van",Associate's degree,3,30000,45,0,47
Male,"Car, truck, or van","1 or more years of college credit, no degree",3,10000,20,0,20
Male,Walked,Regular high school diploma,0,55000,12,1551,46
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,23000,20,0,68
Male,"Car, truck, or van",GED or alternative credential,3,17600,10,379,23
Male,"Car, truck, or van",Bachelor's degree,3,40000,10,379,40
Female,"Car, truck, or van","Some college, but less than 1 year",3,297500,25,379,24
Female,"Car, truck, or van",Bachelor's degree,1,41200,20,0,57
Female,"Car, truck, or van",Master's degree,1,67930,12,0,68
Female,"Car, truck, or van",Associate's degree,1,68030,26,0,55
Male,"Car, truck, or van","Some college, but less than 1 year",2,9700,30,970,62
Female,"Car, truck, or van",Associate's degree,4,52000,5,0,45
Male,"Car, truck, or van","Some college, but less than 1 year",4,98400,36,0,46
Female,"Car, truck, or van",Grade 10,4,8000,25,0,17
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,18000,45,0,37
Female,"Car, truck, or van","Some college, but less than 1 year",4,32700,20,0,52
Male,"Car, truck, or van","Some college, but less than 1 year",4,34600,20,0,49
Male,"Car, truck, or van","1 or more years of college credit, no degree",4,29800,7,0,31
Male,"Car, truck, or van","Some college, but less than 1 year",4,19100,5,0,25
Male,"Car, truck, or van",Regular high school diploma,3,43000,60,0,56
Female,"Car, truck, or van",Regular high school diploma,3,40000,20,0,53
Female,"Car, truck, or van",Bachelor's degree,3,45000,5,1412,27
Male,"Car, truck, or van",Bachelor's degree,3,60000,40,1412,28
Female,"Car, truck, or van",Bachelor's degree,2,12000,6,1108,25
Male,"Car, truck, or van",Bachelor's degree,2,25000,15,1108,25
Male,"Car, truck, or van","Some college, but less than 1 year",2,61000,60,0,56
Male,"Car, truck, or van",Bachelor's degree,1,50000,10,0,55
Male,"Car, truck, or van","Some college, but less than 1 year",1,13200,157,0,33
Male,"Car, truck, or van",Regular high school diploma,1,29400,25,1400,23
Female,"Car, truck, or van",Bachelor's degree,2,59000,40,0,67
Female,"Car, truck, or van",Bachelor's degree,2,57000,35,0,28
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,39000,25,1110,55
Male,"Car, truck, or van","Some college, but less than 1 year",1,50050,7,850,30
Female,"Car, truck, or van",Grade 6,5,15700,35,0,40
Male,"Car, truck, or van",Grade 11,5,38000,30,0,46
Female,"Car, truck, or van",Regular high school diploma,5,6000,20,0,17
Male,"Car, truck, or van",Regular high school diploma,1,14600,5,520,22
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,122000,15,0,66
Female,"Car, truck, or van",Master's degree,2,79000,10,0,63
Female,"Car, truck, or van",Bachelor's degree,2,56000,50,2503,50
Male,"Car, truck, or van",Regular high school diploma,2,23000,15,2503,20
Female,"Car, truck, or van","Some college, but less than 1 year",3,50000,40,0,37
Male,"Car, truck, or van",Master's degree,3,50000,40,0,33
Female,"Car, truck, or van",Grade 11,3,6000,15,0,18
Male,"Car, truck, or van",Regular high school diploma,3,48800,45,0,69
Female,"Car, truck, or van",Associate's degree,2,50000,45,0,42
Female,"Car, truck, or van",Bachelor's degree,3,86000,45,0,65
Male,"Car, truck, or van",Regular high school diploma,3,86000,45,0,68
Male,"Car, truck, or van",Bachelor's degree,2,45000,3,0,33
Female,"Car, truck, or van",Bachelor's degree,2,55000,4,0,31
Female,"Car, truck, or van",Associate's degree,2,75000,30,0,29
Male,"Car, truck, or van",Associate's degree,2,40000,30,0,30
Female,"Car, truck, or van",Bachelor's degree,2,40000,25,1590,44
Male,"Car, truck, or van",Bachelor's degree,2,70000,50,1590,40
Male,"Car, truck, or van",GED or alternative credential,2,50000,10,0,41
Male,"Car, truck, or van","Some college, but less than 1 year",2,34000,10,0,47
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,40000,157,740,27
Female,"Car, truck, or van","1 or more years of college credit, no degree",2,8600,15,740,24
Female,"Car, truck, or van",Bachelor's degree,4,50000,8,0,26
Female,"Car, truck, or van",Master's degree,4,3000,15,0,26
Female,"Car, truck, or van",Bachelor's degree,4,9500,45,0,23
Female,Subway or elevated,Bachelor's degree,4,17300,40,0,22
Male,"Car, truck, or van",Master's degree,1,54000,35,0,44
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,14000,35,0,45
Female,"Car, truck, or van","1 or more years of college credit, no degree",1,38000,5,1450,26
Male,Walked,12th grade - no diploma,1,15000,5,1450,25
Female,"Car, truck, or van",Associate's degree,3,22000,60,1232,26
Male,"Car, truck, or van",Regular high school diploma,3,45000,90,1232,27
Male,"Car, truck, or van",Master's degree,2,58150,90,0,79
Female,"Car, truck, or van",Master's degree,3,14300,60,0,49
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,3,173100,10,0,48
Female,"Car, truck, or van",Regular high school diploma,3,3000,60,0,18
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,3,172000,50,0,53
Female,"Car, truck, or van",Bachelor's degree,3,94100,12,0,55
Female,Bus or trolley bus,Doctorate degree,3,16000,60,0,32
Female,Walked,Associate's degree,2,19600,4,1466,33
Female,Walked,"1 or more years of college credit, no degree",2,35000,4,1466,26
Female,"Car, truck, or van",Bachelor's degree,3,100000,14,0,30
Male,"Car, truck, or van",Regular high school diploma,3,34000,12,0,28
Female,"Car, truck, or van",Master's degree,4,80000,15,0,50
Male,"Car, truck, or van",Master's degree,4,64000,15,0,48
Male,"Car, truck, or van",Professional degree beyond a bachelor's degree,2,55000,10,2000,31
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,62000,10,0,37
Male,"Car, truck, or van",Bachelor's degree,3,32400,25,1100,26
Male,"Car, truck, or van",Associate's degree,2,37000,30,0,57
Male,"Car, truck, or van",Bachelor's degree,3,57150,20,0,75
Male,"Car, truck, or van","Some college, but less than 1 year",3,30000,15,2167,33
Male,"Car, truck, or van",Grade 11,3,12000,20,2167,17
Male,"Car, truck, or van",Doctorate degree,2,237000,25,0,38
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,127000,15,0,67
Male,"Car, truck, or van",Bachelor's degree,2,40500,30,0,43
Male,"Car, truck, or van",Associate's degree,3,320000,30,0,51
Male,"Car, truck, or van",Bachelor's degree,2,55000,20,0,34
Male,Other method,Bachelor's degree,2,117000,60,0,33
Male,Walked,Associate's degree,4,1000,5,0,41
Male,Walked,Regular high school diploma,4,25000,5,0,41
Male,"Car, truck, or van",Master's degree,4,1000,30,0,27
Male,"Car, truck, or van",Bachelor's degree,4,150000,45,0,28
Female,"Car, truck, or van",Bachelor's degree,4,20600,20,0,24
Female,"Car, truck, or van",Associate's degree,2,63200,15,2130,62
Female,"Car, truck, or van",Regular high school diploma,2,7300,6,0,64
Male,"Car, truck, or van","1 or more years of college credit, no degree",2,52000,6,0,62
Female,"Car, truck, or van",Bachelor's degree,1,30000,25,0,29
Male,"Car, truck, or van",Bachelor's degree,1,50000,15,0,30
Female,"Car, truck, or van","Some college, but less than 1 year",1,30000,20,0,35
Male,"Car, truck, or van",Bachelor's degree,3,70000,20,0,35
Female,"Car, truck, or van",Master's degree,3,55000,20,0,34
Female,"Car, truck, or van",Bachelor's degree,2,12000,50,0,23
Male,"Car, truck, or van","Some college, but less than 1 year",2,42000,10,0,31
Male,"Car, truck, or van",GED or alternative credential,1,22000,5,336,59
Female,"Car, truck, or van",Regular high school diploma,2,60000,45,0,54
Male,"Car, truck, or van",Regular high school diploma,2,48000,12,0,47
Male,"Car, truck, or van",GED or alternative credential,2,59000,2,600,46
Male,"Car, truck, or van",GED or alternative credential,1,40000,30,1411,38
Male,"Car, truck, or van",Bachelor's degree,5,55000,20,0,49
Female,"Car, truck, or van","1 or more years of college credit, no degree",5,20000,45,0,49
Female,"Car, truck, or van",12th grade - no diploma,5,5000,20,0,18
Female,"Car, truck, or van",Bachelor's degree,1,100000,30,0,51
Male,"Car, truck, or van",Bachelor's degree,2,107000,30,2513,30
Female,Taxicab,Master's degree,2,105000,30,2513,31
Female,"Car, truck, or van",Regular high school diploma,2,40000,10,0,68
Female,"Car, truck, or van",No schooling completed,2,124200,10,0,67
Male,"Car, truck, or van",Associate's degree,3,72000,157,0,60
Male,"Car, truck, or van",Associate's degree,1,17000,35,0,51
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,52000,10,0,51
Male,"Car, truck, or van",12th grade - no diploma,1,46000,10,0,66
Female,"Car, truck, or van","Some college, but less than 1 year",2,47000,5,0,24
Male,"Car, truck, or van","Some college, but less than 1 year",2,34500,40,0,23
Male,"Car, truck, or van",Bachelor's degree,1,73500,30,1077,68
Female,"Car, truck, or van","1 or more years of college credit, no degree",3,60000,35,0,61
Male,Bus or trolley bus,Master's degree,3,35000,60,0,36
Female,"Car, truck, or van",Professional degree beyond a bachelor's degree,3,233300,40,0,47
